index,emotion,Usage
11015,6,Training
11016,5,Training
11017,0,Training
11018,0,Training
11019,3,Training
11020,6,Training
11021,4,Training
11022,6,Training
11023,6,Training
11024,0,Training
11025,4,Training
11026,4,Training
11027,5,Training
11028,0,Training
11029,6,Training
11030,2,Training
11031,4,Training
11032,6,Training
11033,3,Training
11034,6,Training
11035,3,Training
11036,2,Training
11037,6,Training
11038,6,Training
11039,2,Training
11040,4,Training
11041,3,Training
11042,0,Training
11043,5,Training
11044,2,Training
11045,6,Training
11046,3,Training
11047,5,Training
11048,4,Training
11049,4,Training
11050,4,Training
11051,6,Training
11052,2,Training
11053,0,Training
11054,2,Training
11055,6,Training
11056,3,Training
11057,2,Training
11058,3,Training
11059,3,Training
11060,0,Training
11061,5,Training
11062,4,Training
11063,4,Training
11064,6,Training
11065,6,Training
11066,3,Training
11067,3,Training
11068,4,Training
11069,4,Training
11070,6,Training
11071,4,Training
11072,4,Training
11073,4,Training
11074,4,Training
11075,0,Training
11076,3,Training
11077,3,Training
11078,3,Training
11079,3,Training
11080,3,Training
11081,3,Training
11082,6,Training
11083,0,Training
11084,2,Training
11085,4,Training
11086,6,Training
11087,6,Training
11088,4,Training
11089,5,Training
11090,6,Training
11091,3,Training
11092,3,Training
11093,0,Training
11094,5,Training
11095,2,Training
11096,0,Training
11097,6,Training
11098,6,Training
11099,2,Training
11100,4,Training
11101,4,Training
11102,0,Training
11103,4,Training
11104,2,Training
11105,2,Training
11106,6,Training
11107,5,Training
11108,6,Training
11109,0,Training
11110,4,Training
11111,5,Training
11112,2,Training
11113,0,Training
11114,3,Training
11115,6,Training
11116,4,Training
11117,0,Training
11118,0,Training
11119,5,Training
11120,3,Training
11121,3,Training
11122,3,Training
11123,6,Training
11124,6,Training
11125,5,Training
11126,5,Training
11127,3,Training
11128,4,Training
11129,3,Training
11130,6,Training
11131,4,Training
11132,5,Training
11133,3,Training
11134,3,Training
11135,6,Training
11136,4,Training
11137,2,Training
11138,4,Training
11139,5,Training
11140,4,Training
11141,6,Training
11142,3,Training
11143,2,Training
11144,3,Training
11145,4,Training
11146,2,Training
11147,4,Training
11148,6,Training
11149,4,Training
11150,3,Training
11151,0,Training
11152,4,Training
11153,0,Training
11154,4,Training
11155,2,Training
11156,4,Training
11157,6,Training
11158,0,Training
11159,4,Training
11160,6,Training
11161,6,Training
11162,3,Training
11163,4,Training
11164,3,Training
11165,2,Training
11166,3,Training
11167,2,Training
11168,6,Training
11169,0,Training
11170,6,Training
11171,6,Training
11172,3,Training
11173,2,Training
11174,0,Training
11175,4,Training
11176,6,Training
11177,3,Training
11178,4,Training
11179,5,Training
11180,6,Training
11181,0,Training
11182,4,Training
11183,4,Training
11184,5,Training
11185,2,Training
11186,0,Training
11187,4,Training
11188,0,Training
11189,6,Training
11190,0,Training
11191,3,Training
11192,4,Training
11193,3,Training
11194,6,Training
11195,2,Training
11196,6,Training
11197,4,Training
11198,4,Training
11199,5,Training
11200,0,Training
11201,5,Training
11202,1,Training
11203,6,Training
11204,3,Training
11205,0,Training
11206,0,Training
11207,3,Training
11208,3,Training
11209,4,Training
11210,3,Training
11211,6,Training
11212,3,Training
11213,6,Training
11214,2,Training
11215,0,Training
11216,6,Training
11217,4,Training
11218,6,Training
11219,6,Training
11220,5,Training
11221,3,Training
11222,1,Training
11223,1,Training
11224,6,Training
11225,3,Training
11226,2,Training
11227,3,Training
11228,2,Training
11229,2,Training
11230,3,Training
11231,2,Training
11232,3,Training
11233,6,Training
11234,4,Training
11235,0,Training
11236,3,Training
11237,3,Training
11238,4,Training
11239,4,Training
11240,4,Training
11241,4,Training
11242,3,Training
11243,2,Training
11244,3,Training
11245,3,Training
11246,6,Training
11247,5,Training
11248,6,Training
11249,6,Training
11250,1,Training
11251,6,Training
11252,6,Training
11253,3,Training
11254,3,Training
11255,2,Training
11256,4,Training
11257,5,Training
11258,0,Training
11259,4,Training
11260,3,Training
11261,5,Training
11262,2,Training
11263,6,Training
11264,4,Training
11265,2,Training
11266,0,Training
11267,0,Training
11268,0,Training
11269,6,Training
11270,3,Training
11271,5,Training
11272,3,Training
11273,4,Training
11274,0,Training
11275,6,Training
11276,4,Training
11277,6,Training
11278,6,Training
11279,5,Training
11280,4,Training
11281,6,Training
11282,3,Training
11283,6,Training
11284,4,Training
11285,3,Training
11286,0,Training
11287,3,Training
11288,6,Training
11289,0,Training
11290,4,Training
11291,4,Training
11292,4,Training
11293,4,Training
11294,2,Training
11295,4,Training
11296,2,Training
11297,5,Training
11298,4,Training
11299,3,Training
11300,3,Training
11301,0,Training
11302,5,Training
11303,4,Training
11304,6,Training
11305,2,Training
11306,4,Training
11307,6,Training
11308,6,Training
11309,6,Training
11310,2,Training
11311,5,Training
11312,3,Training
11313,4,Training
11314,6,Training
11315,0,Training
11316,4,Training
11317,6,Training
11318,4,Training
11319,2,Training
11320,6,Training
11321,6,Training
11322,4,Training
11323,4,Training
11324,5,Training
11325,0,Training
11326,4,Training
11327,6,Training
11328,5,Training
11329,2,Training
11330,4,Training
11331,4,Training
11332,3,Training
11333,3,Training
11334,3,Training
11335,3,Training
11336,3,Training
11337,0,Training
11338,2,Training
11339,5,Training
11340,4,Training
11341,2,Training
11342,0,Training
11343,3,Training
11344,5,Training
11345,3,Training
11346,4,Training
11347,4,Training
11348,4,Training
11349,3,Training
11350,3,Training
11351,3,Training
11352,4,Training
11353,2,Training
11354,6,Training
11355,4,Training
11356,3,Training
11357,4,Training
11358,6,Training
11359,4,Training
11360,2,Training
11361,4,Training
11362,2,Training
11363,4,Training
11364,5,Training
11365,4,Training
11366,5,Training
11367,4,Training
11368,6,Training
11369,4,Training
11370,2,Training
11371,2,Training
11372,5,Training
11373,1,Training
11374,5,Training
11375,3,Training
11376,6,Training
11377,0,Training
11378,6,Training
11379,0,Training
11380,4,Training
11381,2,Training
11382,3,Training
11383,1,Training
11384,3,Training
11385,0,Training
11386,0,Training
11387,6,Training
11388,4,Training
11389,0,Training
11390,6,Training
11391,4,Training
11392,3,Training
11393,5,Training
11394,2,Training
11395,6,Training
11396,2,Training
11397,6,Training
11398,4,Training
11399,4,Training
11400,0,Training
11401,4,Training
11402,4,Training
11403,0,Training
11404,5,Training
11405,2,Training
11406,6,Training
11407,5,Training
11408,3,Training
11409,3,Training
11410,0,Training
11411,0,Training
11412,2,Training
11413,2,Training
11414,5,Training
11415,4,Training
11416,2,Training
11417,3,Training
11418,5,Training
11419,4,Training
11420,0,Training
11421,0,Training
11422,3,Training
11423,2,Training
11424,3,Training
11425,4,Training
11426,0,Training
11427,6,Training
11428,3,Training
11429,5,Training
11430,3,Training
11431,2,Training
11432,0,Training
11433,5,Training
11434,6,Training
11435,4,Training
11436,3,Training
11437,6,Training
11438,6,Training
11439,3,Training
11440,6,Training
11441,6,Training
11442,2,Training
11443,5,Training
11444,3,Training
11445,4,Training
11446,2,Training
11447,3,Training
11448,6,Training
11449,0,Training
11450,6,Training
11451,5,Training
11452,6,Training
11453,6,Training
11454,4,Training
11455,6,Training
11456,6,Training
11457,2,Training
11458,0,Training
11459,5,Training
11460,0,Training
11461,2,Training
11462,6,Training
11463,6,Training
11464,0,Training
11465,2,Training
11466,5,Training
11467,0,Training
11468,2,Training
11469,6,Training
11470,3,Training
11471,2,Training
11472,2,Training
11473,3,Training
11474,0,Training
11475,0,Training
11476,3,Training
11477,3,Training
11478,3,Training
11479,6,Training
11480,0,Training
11481,4,Training
11482,4,Training
11483,6,Training
11484,6,Training
11485,6,Training
11486,3,Training
11487,3,Training
11488,2,Training
11489,3,Training
11490,6,Training
11491,6,Training
11492,3,Training
11493,3,Training
11494,3,Training
11495,3,Training
11496,5,Training
11497,5,Training
11498,6,Training
11499,6,Training
11500,3,Training
11501,3,Training
11502,4,Training
11503,2,Training
11504,3,Training
11505,6,Training
11506,5,Training
11507,3,Training
11508,3,Training
11509,4,Training
11510,4,Training
11511,6,Training
11512,5,Training
11513,6,Training
11514,6,Training
11515,3,Training
11516,3,Training
11517,2,Training
11518,6,Training
11519,5,Training
11520,4,Training
11521,2,Training
11522,3,Training
11523,4,Training
11524,2,Training
11525,6,Training
11526,3,Training
11527,5,Training
11528,4,Training
11529,1,Training
11530,3,Training
11531,6,Training
11532,6,Training
11533,3,Training
11534,0,Training
11535,2,Training
11536,2,Training
11537,0,Training
11538,3,Training
11539,3,Training
11540,6,Training
11541,6,Training
11542,6,Training
11543,3,Training
11544,3,Training
11545,0,Training
11546,4,Training
11547,2,Training
11548,0,Training
11549,3,Training
11550,0,Training
11551,2,Training
11552,3,Training
11553,3,Training
11554,3,Training
11555,3,Training
11556,5,Training
11557,0,Training
11558,3,Training
11559,2,Training
11560,6,Training
11561,0,Training
11562,3,Training
11563,6,Training
11564,4,Training
11565,3,Training
11566,3,Training
11567,3,Training
11568,2,Training
11569,5,Training
11570,4,Training
11571,0,Training
11572,0,Training
11573,3,Training
11574,5,Training
11575,3,Training
11576,5,Training
11577,0,Training
11578,2,Training
11579,6,Training
11580,6,Training
11581,4,Training
11582,4,Training
11583,3,Training
11584,2,Training
11585,3,Training
11586,6,Training
11587,2,Training
11588,3,Training
11589,5,Training
11590,2,Training
11591,4,Training
11592,4,Training
11593,5,Training
11594,3,Training
11595,4,Training
11596,3,Training
11597,3,Training
11598,6,Training
11599,2,Training
11600,6,Training
11601,4,Training
11602,2,Training
11603,6,Training
11604,3,Training
11605,5,Training
11606,0,Training
11607,0,Training
11608,4,Training
11609,6,Training
11610,0,Training
11611,4,Training
11612,2,Training
11613,0,Training
11614,3,Training
11615,5,Training
11616,3,Training
11617,0,Training
11618,6,Training
11619,6,Training
11620,3,Training
11621,3,Training
11622,1,Training
11623,0,Training
11624,6,Training
11625,4,Training
11626,4,Training
11627,6,Training
11628,2,Training
11629,6,Training
11630,2,Training
11631,5,Training
11632,0,Training
11633,5,Training
11634,6,Training
11635,3,Training
11636,2,Training
11637,3,Training
11638,6,Training
11639,1,Training
11640,4,Training
11641,0,Training
11642,0,Training
11643,3,Training
11644,0,Training
11645,0,Training
11646,3,Training
11647,0,Training
11648,3,Training
11649,3,Training
11650,3,Training
11651,2,Training
11652,4,Training
11653,2,Training
11654,6,Training
11655,6,Training
11656,1,Training
11657,4,Training
11658,3,Training
11659,6,Training
11660,6,Training
11661,2,Training
11662,4,Training
11663,6,Training
11664,4,Training
11665,6,Training
11666,3,Training
11667,5,Training
11668,5,Training
11669,0,Training
11670,5,Training
11671,4,Training
11672,4,Training
11673,4,Training
11674,2,Training
11675,0,Training
11676,6,Training
11677,2,Training
11678,2,Training
11679,4,Training
11680,6,Training
11681,3,Training
11682,2,Training
11683,3,Training
11684,5,Training
11685,3,Training
11686,6,Training
11687,2,Training
11688,0,Training
11689,6,Training
11690,6,Training
11691,3,Training
11692,5,Training
11693,4,Training
11694,0,Training
11695,3,Training
11696,3,Training
11697,3,Training
11698,6,Training
11699,4,Training
11700,4,Training
11701,3,Training
11702,3,Training
11703,4,Training
11704,2,Training
11705,6,Training
11706,2,Training
11707,0,Training
11708,0,Training
11709,5,Training
11710,4,Training
11711,6,Training
11712,6,Training
11713,6,Training
11714,0,Training
11715,3,Training
11716,2,Training
11717,3,Training
11718,2,Training
11719,4,Training
11720,3,Training
11721,5,Training
11722,4,Training
11723,6,Training
11724,6,Training
11725,6,Training
11726,3,Training
11727,2,Training
11728,2,Training
11729,2,Training
11730,5,Training
11731,1,Training
11732,0,Training
11733,3,Training
11734,5,Training
11735,0,Training
11736,2,Training
11737,5,Training
11738,6,Training
11739,4,Training
11740,5,Training
11741,5,Training
11742,3,Training
11743,3,Training
11744,0,Training
11745,1,Training
11746,4,Training
11747,2,Training
11748,2,Training
11749,3,Training
11750,3,Training
11751,3,Training
11752,4,Training
11753,4,Training
11754,2,Training
11755,0,Training
11756,0,Training
11757,5,Training
11758,2,Training
11759,0,Training
11760,6,Training
11761,3,Training
11762,2,Training
11763,3,Training
11764,0,Training
11765,2,Training
11766,3,Training
11767,2,Training
11768,3,Training
11769,0,Training
11770,2,Training
11771,6,Training
11772,3,Training
11773,2,Training
11774,2,Training
11775,3,Training
11776,3,Training
11777,4,Training
11778,4,Training
11779,6,Training
11780,6,Training
11781,0,Training
11782,2,Training
11783,6,Training
11784,6,Training
11785,3,Training
11786,5,Training
11787,4,Training
11788,6,Training
11789,6,Training
11790,4,Training
11791,3,Training
11792,4,Training
11793,3,Training
11794,4,Training
11795,3,Training
11796,6,Training
11797,3,Training
11798,6,Training
11799,3,Training
11800,4,Training
11801,3,Training
11802,3,Training
11803,4,Training
11804,2,Training
11805,0,Training
11806,3,Training
11807,3,Training
11808,3,Training
11809,6,Training
11810,2,Training
11811,5,Training
11812,3,Training
11813,0,Training
11814,3,Training
11815,4,Training
11816,2,Training
11817,4,Training
11818,6,Training
11819,3,Training
11820,0,Training
11821,4,Training
11822,4,Training
11823,6,Training
11824,5,Training
11825,0,Training
11826,4,Training
11827,4,Training
11828,2,Training
11829,2,Training
11830,2,Training
11831,5,Training
11832,3,Training
11833,3,Training
11834,6,Training
11835,3,Training
11836,4,Training
11837,2,Training
11838,3,Training
11839,4,Training
11840,3,Training
11841,0,Training
11842,3,Training
11843,2,Training
11844,6,Training
11845,2,Training
11846,6,Training
11847,2,Training
11848,5,Training
11849,0,Training
11850,3,Training
11851,3,Training
11852,4,Training
11853,4,Training
11854,4,Training
11855,2,Training
11856,6,Training
11857,3,Training
11858,3,Training
11859,2,Training
11860,6,Training
11861,3,Training
11862,3,Training
11863,0,Training
11864,6,Training
11865,5,Training
11866,3,Training
11867,4,Training
11868,3,Training
11869,3,Training
11870,3,Training
11871,3,Training
11872,6,Training
11873,1,Training
11874,3,Training
11875,6,Training
11876,4,Training
11877,0,Training
11878,6,Training
11879,6,Training
11880,4,Training
11881,4,Training
11882,0,Training
11883,0,Training
11884,3,Training
11885,3,Training
11886,4,Training
11887,0,Training
11888,2,Training
11889,6,Training
11890,2,Training
11891,4,Training
11892,2,Training
11893,3,Training
11894,6,Training
11895,5,Training
11896,5,Training
11897,3,Training
11898,0,Training
11899,6,Training
11900,4,Training
11901,6,Training
11902,5,Training
11903,3,Training
11904,2,Training
11905,0,Training
11906,2,Training
11907,3,Training
11908,2,Training
11909,4,Training
11910,5,Training
11911,5,Training
11912,3,Training
11913,6,Training
11914,2,Training
11915,2,Training
11916,2,Training
11917,2,Training
11918,0,Training
11919,6,Training
11920,3,Training
11921,3,Training
11922,0,Training
11923,3,Training
11924,4,Training
11925,6,Training
11926,3,Training
11927,3,Training
11928,6,Training
11929,0,Training
11930,6,Training
11931,4,Training
11932,5,Training
11933,4,Training
11934,2,Training
11935,4,Training
11936,6,Training
11937,4,Training
11938,6,Training
11939,4,Training
11940,4,Training
11941,6,Training
11942,3,Training
11943,4,Training
11944,2,Training
11945,4,Training
11946,6,Training
11947,3,Training
11948,4,Training
11949,0,Training
11950,4,Training
11951,6,Training
11952,3,Training
11953,4,Training
11954,2,Training
11955,3,Training
11956,2,Training
11957,3,Training
